listing_id,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,seller_type,city,state,country,Adaptive Cruise Control,Alloy Wheels,Android Auto,Apple CarPlay,Backup Camera,Blind Spot Monitor,Bluetooth,Fog Lights,Heated Seats,Keyless Entry,LED Headlights,Lane Keep Assist,Leather Seats,Navigation,Panoramic Roof,Parking Sensors,Push Button Start,Sunroof,Ventilated Seats,Wireless Charging
1105,BMW,X5,2012,Platinum,Crossover,Petrol,Automatic,132641,2257,good,Private Party,Sullivanhaven,WA,Australia,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
1106,Hyundai,Creta,2021,,MPV,Electric,Automatic,25918,16018,good,Dealer,New Kristen,GA,US,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False
1107,Honda,CR-V,2012,SE,SUV,Hybrid,Automatic,337832,1652,good,Certified Pre-Owned,富津市,Kyoto,Japan,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1108,Ford,Explorer,2015,Platinum,Convertible,Hybrid,AMT,158273,4745,excellent,Certified Pre-Owned,Buxar,TN,India,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False
1109,Nissan,Magnite,2016,Trend,Van,Hybrid,Manual,209909,2826,good,Dealer,港区,Tokyo,Japan,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True
1110,Mahindra,Scorpio,2019,LTZ,Crossover,Petrol,CVT,117060,5421,good,Dealer,Kaiserslautern,NI,Germany,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
1111,Chevrolet,Equinox,2014,EX,Pickup,Petrol,CVT,166029,2570,good,Dealer,Durban,FS,South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1112,Toyota,Highlander,2025,Performance,MPV,Diesel,CVT,0,28595,good,Dealer,Benjaminview,ACT,Australia,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True
1113,Nissan,Altima,2014,Sport,Sedan,Electric,Automatic,76716,3410,excellent,Dealer,Williamsburgh,GA,US,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
1114,Tata,Nexon,2021,,Hatchback,Petrol,Manual,94614,5280,good,Dealer,東久留米市,Osaka,Japan,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1115,BMW,5 Series,2012,Base,Coupe,Hybrid,AMT,138121,2507,good,Private Party,Johannesburg,FS,South Africa,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False
1116,Audi,Q5,2015,Sport,Crossover,Petrol,Automatic,157209,6152,excellent,Dealer,Mahbubnagar,GJ,India,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True
1117,Tesla,Model 3,2021,LT,Sedan,Hybrid,Manual,49277,9299,,Dealer,Port Elizabeth,GP,South Africa,False,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False
1118,Mercedes-Benz,E-Class,2024,,Convertible,Petrol,Manual,7665,47755,good,Certified Pre-Owned,Davisbury,QC,Canada,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True
1119,BMW,3 Series,2023,,Van,Plug-in Hybrid,Manual,22913,39492,excellent,Dealer,Cape Town,WC,South Africa,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1120,Ford,Explorer,2006,XLE,Hatchback,Diesel,Automatic,415962,1210,good,Private Party,新宿区,Kyoto,Japan,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1121,Toyota,RAV4,2023,EX,MPV,Petrol,Automatic,25244,17782,good,Dealer,Weaverstad,QLD,Australia,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
1122,Kia,Sportage,2017,Limited,Coupe,Diesel,Automatic,63424,6543,good,Certified Pre-Owned,Port Melaniemouth,GA,US,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True
1123,Kia,Sorento,2020,SE,Hatchback,Hybrid,Automatic,52142,6075,fair,Dealer,Sales,AM,Brazil,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1124,Nissan,Rogue,2022,Base,Sedan,Petrol,Manual,47893,9998,fair,Private Party,Fosterstad,ACT,Australia,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1125,Tata,Harrier,2016,Performance,Coupe,Petrol,AMT,135319,2265,excellent,Dealer,Pretoria,NC,South Africa,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1126,Skoda,Slavia,2019,Sport,Sedan,Petrol,Manual,88614,6746,excellent,Dealer,Robertfort,QLD,Australia,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True
1127,Tesla,Model 3,2014,LTZ,MPV,Petrol,Automatic,246183,3363,excellent,Private Party,Berhampore,UP,India,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1128,BMW,X3,2016,SE,SUV,Petrol,Automatic,77048,9421,good,Private Party,Aparecida de Minas,AM,Brazil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1129,Toyota,Corolla,2025,L,Hatchback,Hybrid,Manual,0,22902,excellent,Private Party,横浜市青葉区,Osaka,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1130,Ford,Explorer,2011,EX,Hatchback,Hybrid,Manual,172996,1161,good,Dealer,East Josh,WLS,UK,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1131,Toyota,Tacoma,2024,Long Range,Convertible,Petrol,DCT,13956,24373,fair,Dealer,Billyland,TX,US,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
1132,Nissan,Rogue,2017,SE,Pickup,CNG,Manual,112447,5772,good,Dealer,Waltonfurt,AB,Canada,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
1133,Skoda,Slavia,2022,Touring,Crossover,Diesel,Automatic,43908,15638,excellent,Dealer,Cape Town,FS,South Africa,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1134,Kia,Sonet,2020,EX,SUV,Electric,Automatic,43522,8534,salvage,Dealer,Pretoria,NC,South Africa,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,False
1135,Ford,F-150,2016,XSE,SUV,Electric,Automatic,166732,4289,good,Private Party,Göttingen,BW,Germany,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1136,Kia,Sorento,2019,LTZ,Hatchback,Petrol,CVT,71300,5229,good,Dealer,West Lori,NL,Canada,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1137,Volkswagen,Jetta,2016,Performance,MPV,Petrol,Automatic,118956,2512,fair,Dealer,New Jordanberg,NIR,UK,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False
1138,Audi,A6,2016,,Hatchback,Diesel,Automatic,120502,5591,good,Dealer,Vellore,HR,India,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1139,Skoda,Octavia,2015,XLE,Van,Petrol,Automatic,165599,3645,excellent,Dealer,横浜市南区,Tokyo,Japan,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1140,Tata,Harrier,2014,Long Range,Crossover,Diesel,Manual,139122,1852,fair,Dealer,北区,Osaka,Japan,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True
1141,BMW,X5,2024,Premium,SUV,Electric,Manual,13149,52290,good,Private Party,Cordier,ARA,France,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False
1142,BMW,5 Series,2016,Platinum,Convertible,Electric,Manual,96848,8626,excellent,Dealer,Sousa,BA,Brazil,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1143,BMW,X3,2020,Long Range,Van,Diesel,Automatic,78941,18047,excellent,Certified Pre-Owned,西多摩郡瑞穂町,Okinawa,Japan,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True
1144,Ford,F-150,2013,,SUV,Petrol,Manual,307802,2066,good,Private Party,Sainte Joséphine,GES,France,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False
1145,Toyota,Innova,2018,Touring,Convertible,Petrol,CVT,102922,5066,fair,Private Party,Robertmouth,WA,US,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1146,Skoda,Slavia,2009,Titanium,Van,Hybrid,Manual,223042,1196,excellent,Dealer,Pretoria,EC,South Africa,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False
1147,Volkswagen,Jetta,2025,SE,Crossover,Electric,Automatic,0,37226,good,Private Party,North Mirandatown,NC,US,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False
1148,Hyundai,Tucson,2015,LTZ,SUV,Petrol,Manual,246381,2672,good,Dealer,世田谷区,Kanagawa,Japan,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
1149,Mahindra,Bolero,2012,Sport,Sedan,Diesel,Manual,261026,1289,good,Private Party,Viechtach,NI,Germany,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False
1150,Chevrolet,Malibu,2019,Base,Crossover,Electric,Automatic,66998,13768,excellent,Dealer,安房郡鋸南町,Osaka,Japan,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True
1151,Ford,Explorer,2006,SE,Hatchback,Petrol,AMT,286507,1176,new,Private Party,白井市,Fukuoka,Japan,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True
1152,Audi,A6,2018,Touring,Crossover,Diesel,Automatic,74565,12883,new,Dealer,Jennifermouth,NJ,US,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True
1153,Skoda,Octavia,2025,L,Sedan,Petrol,Automatic,0,27067,excellent,Dealer,Rodrigues,SP,Brazil,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True
1154,Mercedes-Benz,E-Class,2016,Titanium,SUV,Petrol,Automatic,175405,7168,excellent,Dealer,Ramgarh,MH,India,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1155,Maruti,Swift,2023,Premium,MPV,Petrol,Automatic,28844,12526,good,Dealer,Sasaram,TG,India,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False
1156,Chevrolet,Trax,2019,L,SUV,Petrol,Manual,47727,12832,excellent,Private Party,da Conceição Grande,BA,Brazil,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,False,False
1157,Kia,Sonet,2021,,Crossover,Electric,DCT,37347,15555,fair,Dealer,川崎市宮前区,Okinawa,Japan,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False
1158,Maruti,Wagon R,2015,Long Range,Crossover,Diesel,Automatic,106053,1976,fair,Private Party,South Laura,NJ,US,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False
1159,BMW,X5,2012,Touring,Crossover,Diesel,Manual,153180,3448,good,Certified Pre-Owned,Turpin,OCC,France,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
1160,Nissan,Altima,2019,Long Range,Convertible,Petrol,Automatic,84257,9730,good,Dealer,Guerra,PR,Brazil,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
1161,BMW,3 Series,2013,Performance,Sedan,Electric,Automatic,163088,3131,good,Certified Pre-Owned,Lübben,TH,Germany,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False
1162,Mercedes-Benz,C-Class,2008,Premium,Pickup,Electric,Automatic,194723,1508,fair,Private Party,Macedo,SP,Brazil,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True
1163,Mahindra,XUV700,2013,,Pickup,Petrol,Manual,284116,1885,excellent,Dealer,Saint GillesBourg,PDL,France,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1164,Volkswagen,Tiguan,2019,,Sedan,Hybrid,Automatic,55049,7542,good,Dealer,Kenttown,ENG,UK,True,False,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False
1165,Skoda,Kushaq,2021,Base,Convertible,Electric,CVT,57867,19672,good,Dealer,Schmitt,NAQ,France,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False
1166,Chevrolet,Equinox,2024,Limited,Sedan,Petrol,Automatic,15148,19761,good,Dealer,Sainte JacquesVille,ARA,France,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
1167,BMW,3 Series,2024,Platinum,SUV,Petrol,Automatic,21235,26558,salvage,Private Party,Neustrelitz,SL,Germany,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
1168,Ford,F-150,2019,LE,Van,Hybrid,Manual,70403,10878,excellent,Dealer,Moers,NI,Germany,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False
1169,Hyundai,i20,2020,Platinum,Hatchback,Petrol,Automatic,76320,5769,good,Private Party,Kennethmouth,NT,Australia,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True
1170,Toyota,Innova,2012,Limited,Coupe,Petrol,Automatic,215137,1206,salvage,Certified Pre-Owned,Bennettland,WLS,UK,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1171,Maruti,Dzire,2014,,Pickup,Hybrid,Manual,220193,2161,excellent,Private Party,Roding,BY,Germany,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1172,Toyota,Highlander,2016,Sport,Pickup,Petrol,Automatic,147855,4087,excellent,Dealer,Alanton,NIR,UK,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1173,Tata,Nexon,2014,LTZ,Van,Diesel,Automatic,136083,1382,good,Dealer,Dodsontown,WA,Australia,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True
1174,Hyundai,Elantra,2017,LT,Van,Diesel,CVT,209993,3551,excellent,Dealer,Stendal,NI,Germany,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False
1175,Skoda,Kushaq,2013,Trend,SUV,Plug-in Hybrid,CVT,114500,2551,excellent,Private Party,West Lisatown,QC,Canada,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1176,Ford,Escape,2014,LX,Pickup,Diesel,Manual,105990,3653,good,Dealer,Marcshire,QLD,Australia,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1177,Chevrolet,Silverado,2014,EX,Hatchback,CNG,Automatic,242633,1408,good,Dealer,大網白里市,Kyoto,Japan,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
1178,Ford,Maverick,2021,Titanium,Pickup,Diesel,Manual,77991,15047,fair,Private Party,Hazaribagh,RJ,India,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False
1179,Skoda,Kushaq,2023,,Pickup,Petrol,Manual,28327,28525,excellent,Dealer,East London,KZN,South Africa,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
1180,Hyundai,Sonata,2023,XLE,MPV,Diesel,Automatic,30319,16385,good,Private Party,Lake Tom,ENG,UK,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
1181,Maruti,Dzire,2015,XSE,SUV,CNG,Automatic,136717,1939,good,Private Party,Bensonburgh,WA,Australia,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False
1182,Honda,City,2016,Sport,Crossover,Petrol,Manual,139593,2914,good,Dealer,West Loriland,QC,Canada,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1183,Mahindra,Bolero,2011,Sport,Convertible,Diesel,Automatic,188209,1387,like new,Dealer,Costela Paulista,RS,Brazil,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False
1184,Volkswagen,Jetta,2024,SE,Sedan,Hybrid,CVT,11835,17125,fair,Private Party,Rogerburgh,WLS,UK,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
1185,Honda,Amaze,2020,SE,Pickup,Petrol,Manual,56614,14725,excellent,Dealer,Gomes,BA,Brazil,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1186,Maruti,Swift,2013,Touring,Coupe,Plug-in Hybrid,CVT,154395,2002,good,Certified Pre-Owned,ThierryVille,PDL,France,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False
1187,Tata,Harrier,2009,Touring,Van,Diesel,Automatic,186438,1235,salvage,Private Party,Motihari,WB,India,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1188,Audi,A6,2015,Trend,Convertible,Diesel,Manual,255326,5476,excellent,Dealer,Schwabmünchen,TH,Germany,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False
1189,Mercedes-Benz,E-Class,2009,Titanium,Pickup,Petrol,Automatic,203996,1737,fair,Private Party,Cantrellport,BC,Canada,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False
1190,Kia,Sportage,2012,Platinum,Convertible,Petrol,Automatic,134589,2076,excellent,Dealer,Camargo,BA,Brazil,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
1191,Maruti,Ertiga,2017,Touring,Convertible,Petrol,Automatic,104856,4301,fair,Dealer,Aizawl,KA,India,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False
1192,Honda,Accord,2017,Platinum,Pickup,Plug-in Hybrid,Automatic,90767,6785,good,Private Party,Johannesburg,FS,South Africa,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1193,Chevrolet,Equinox,2019,Touring,Crossover,Petrol,Automatic,154573,5638,fair,Dealer,Kishanganj,PB,India,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True
1194,Nissan,Magnite,2019,Performance,Pickup,Petrol,Automatic,150313,8578,good,Dealer,Couturierdan,CVL,France,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True
1195,Ford,Explorer,2017,Performance,Crossover,Petrol,Automatic,90507,5290,good,Private Party,Patrickland,ENG,UK,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1196,Mahindra,Bolero,2012,LX,MPV,Petrol,Manual,172857,1401,excellent,Dealer,港区,Hokkaido,Japan,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
1197,Maruti,Baleno,2005,XLE,Sedan,Petrol,Automatic,234699,1240,excellent,Dealer,横浜市泉区,Kyoto,Japan,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1198,Audi,A6,2014,Limited,Van,Hybrid,Automatic,150453,3358,good,Dealer,Smithland,ON,Canada,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1199,Hyundai,i20,2025,Touring,Coupe,Petrol,Automatic,0,35569,excellent,Dealer,Peixoto Alegre,AM,Brazil,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1200,Tata,Harrier,2023,Base,Van,Electric,Automatic,32415,14060,fair,Private Party,調布市,Kanagawa,Japan,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
1201,Mahindra,Scorpio,2018,,Pickup,Hybrid,Automatic,83471,4622,fair,Dealer,Ericmouth,SCT,UK,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True
1202,Honda,Civic,2022,LX,SUV,Diesel,Automatic,37932,20369,excellent,Certified Pre-Owned,Brianshire,NT,Australia,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False
1203,Skoda,Slavia,2017,Performance,Convertible,Hybrid,Automatic,72913,3856,salvage,Dealer,West Jaredton,CA,US,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True
1204,Toyota,RAV4,2025,XLE,Convertible,Diesel,Manual,0,44806,excellent,Private Party,Sainte Jérôme-la-Forêt,NAQ,France,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
1205,Honda,Amaze,2019,LE,Coupe,Electric,Automatic,117082,11573,excellent,Certified Pre-Owned,Narasaraopet,RJ,India,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False
1206,BMW,X3,2016,LE,Van,Hybrid,Automatic,142826,4786,excellent,Certified Pre-Owned,Moraes,RJ,Brazil,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1207,Honda,City,2020,XLE,MPV,Petrol,CVT,69224,10470,like new,Dealer,South Rose,NS,Canada,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
1208,Ford,Maverick,2013,EX,Pickup,Petrol,Manual,309086,2007,fair,Private Party,Sainte Honoré-les-Bains,OCC,France,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False
1209,Volkswagen,Taigun,2017,LE,Van,Petrol,Automatic,96793,5064,,Private Party,Paul-sur-Diaz,PACA,France,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1210,Volkswagen,Tiguan,2014,Base,Hatchback,Hybrid,CVT,118084,1666,good,Dealer,Johannesburg,FS,South Africa,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1211,Ford,Escape,2017,Performance,Pickup,Diesel,AMT,117855,8862,excellent,Certified Pre-Owned,Roy,OCC,France,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False
1212,Chevrolet,Equinox,2014,L,Convertible,Hybrid,Automatic,168765,3032,like new,Dealer,East Williamborough,SA,Australia,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1213,Volkswagen,Taigun,2025,Performance,Pickup,Hybrid,Automatic,0,49288,excellent,Dealer,香取市,Tokyo,Japan,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1214,Chevrolet,Silverado,2014,LTZ,Van,Hybrid,Manual,85870,2749,fair,Dealer,Moura,RJ,Brazil,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False
1215,Mercedes-Benz,C-Class,2015,,Convertible,Petrol,Automatic,239888,4909,good,Private Party,Salem,TN,India,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1216,Mahindra,XUV700,2023,Trend,SUV,Diesel,CVT,41607,15464,good,Certified Pre-Owned,横浜市港南区,Aichi,Japan,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False
1217,Honda,Amaze,2008,Premium,Van,Electric,Automatic,159213,1329,excellent,Dealer,Secunderabad,GJ,India,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True
1218,Skoda,Slavia,2023,,Crossover,Diesel,Automatic,25423,16764,fair,Dealer,North Amelia,NIR,UK,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
1219,Nissan,Altima,2018,Trend,Convertible,Hybrid,CVT,101102,6452,good,Dealer,Novaes da Serra,BA,Brazil,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False
1220,Honda,Civic,2014,Touring,Crossover,Petrol,Manual,135504,2172,excellent,Private Party,East Megan,WLS,UK,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
1221,Volkswagen,Jetta,2025,,Crossover,Petrol,Automatic,0,25758,fair,Private Party,Steveburgh,MB,Canada,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1222,Kia,Sportage,2020,LTZ,Convertible,Electric,Automatic,58911,19157,good,Private Party,長生郡長柄町,Osaka,Japan,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1223,Tesla,Model Y,2018,Touring,Hatchback,Petrol,Manual,58311,8272,good,Private Party,Shawnfort,ACT,Australia,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1224,Honda,Amaze,2020,Touring,Pickup,CNG,CVT,65385,10876,fair,Private Party,East Rosemary,ENG,UK,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,False
1225,Audi,A4,2021,Premium,Hatchback,Petrol,Manual,30082,17582,excellent,Dealer,Wardside,NIR,UK,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True
1226,Volkswagen,Tiguan,2014,SE,Convertible,Petrol,Manual,223492,2684,excellent,Private Party,Marty,OCC,France,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
1227,Ford,Escape,2018,XSE,Hatchback,Diesel,Manual,107759,4858,excellent,Private Party,Saint ZacharieBourg,GES,France,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
1228,BMW,5 Series,2012,Trend,Convertible,Plug-in Hybrid,CVT,90322,4901,good,Private Party,Ramos da Prata,PE,Brazil,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
1229,Tesla,Model Y,2021,Trend,Crossover,CNG,Manual,45937,16281,fair,Certified Pre-Owned,Daniellebury,AZ,US,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1230,Skoda,Octavia,2019,Touring,Coupe,Electric,Automatic,41527,16857,new,Dealer,Eddieberg,QLD,Australia,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False
1231,Chevrolet,Equinox,2005,L,Hatchback,Electric,Automatic,249663,1236,excellent,Dealer,Gabrielport,ACT,Australia,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
1232,Volkswagen,Jetta,2020,L,Crossover,Petrol,Automatic,82935,11990,excellent,Private Party,Le Roux,PACA,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1233,Skoda,Kushaq,2019,Base,Sedan,Diesel,Automatic,72990,7129,excellent,Private Party,East Joshuafurt,NL,Canada,False,True,True,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
1234,Tesla,Model 3,2016,Platinum,Sedan,Petrol,Manual,211341,3781,good,Private Party,Pierre,PACA,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1235,Tesla,Model 3,2012,Limited,Hatchback,Electric,Automatic,227087,1685,excellent,Private Party,山武郡横芝光町,Fukuoka,Japan,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1236,Volkswagen,Taigun,2022,LE,Hatchback,Diesel,Manual,30390,12653,excellent,Private Party,Rowlandland,ACT,Australia,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True
1237,Toyota,RAV4,2017,,Coupe,Diesel,Manual,103458,5231,excellent,Dealer,Greenwoodland,WLS,UK,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1238,BMW,X3,2015,Trend,Crossover,Petrol,CVT,88914,5791,good,Dealer,Bloemfontein,LP,South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
